Confirmed,Deceased,Recovered,Date,totalConfirmed,totalFatalities,totalRecovered,Region,Population
0,0,0,4/13/2020,2,0,1,Manipur,3091545
0,0,0,4/14/2020,2,0,1,Manipur,3091545
0,0,0,4/15/2020,2,0,1,Manipur,3091545
0,0,0,4/16/2020,2,0,1,Manipur,3091545
0,0,0,4/17/2020,2,0,1,Manipur,3091545
0,0,0,4/18/2020,2,0,1,Manipur,3091545
0,0,0,4/19/2020,2,0,1,Manipur,3091545
0,0,1,4/20/2020,2,0,2,Manipur,3091545
0,0,0,4/21/2020,2,0,2,Manipur,3091545
0,0,0,4/22/2020,2,0,2,Manipur,3091545
0,0,0,4/23/2020,2,0,2,Manipur,3091545
0,0,0,4/24/2020,2,0,2,Manipur,3091545
0,0,0,4/25/2020,2,0,2,Manipur,3091545
0,0,0,4/26/2020,2,0,2,Manipur,3091545
0,0,0,4/27/2020,2,0,2,Manipur,3091545
0,0,0,4/28/2020,2,0,2,Manipur,3091545
0,0,0,4/29/2020,2,0,2,Manipur,3091545
0,0,0,4/30/2020,2,0,2,Manipur,3091545
0,0,0,5/1/2020,2,0,2,Manipur,3091545
0,0,0,5/2/2020,2,0,2,Manipur,3091545
0,0,0,5/3/2020,2,0,2,Manipur,3091545
0,0,0,5/4/2020,2,0,2,Manipur,3091545
0,0,0,5/5/2020,2,0,2,Manipur,3091545
0,0,0,5/6/2020,2,0,2,Manipur,3091545
0,0,0,5/7/2020,2,0,2,Manipur,3091545
0,0,0,5/8/2020,2,0,2,Manipur,3091545
0,0,0,5/9/2020,2,0,2,Manipur,3091545
0,0,0,5/10/2020,2,0,2,Manipur,3091545
0,0,0,5/11/2020,2,0,2,Manipur,3091545
0,0,0,5/12/2020,2,0,2,Manipur,3091545
0,0,0,5/13/2020,2,0,2,Manipur,3091545
1,0,0,5/14/2020,3,0,2,Manipur,3091545
0,0,0,5/15/2020,3,0,2,Manipur,3091545
4,0,0,5/16/2020,7,0,2,Manipur,3091545
0,0,0,5/17/2020,7,0,2,Manipur,3091545
0,0,0,5/18/2020,7,0,2,Manipur,3091545
2,0,0,5/19/2020,9,0,2,Manipur,3091545
16,0,0,5/20/2020,25,0,2,Manipur,3091545
0,0,0,5/21/2020,25,0,2,Manipur,3091545
1,0,0,5/22/2020,26,0,2,Manipur,3091545
3,0,0,5/23/2020,29,0,2,Manipur,3091545
3,0,2,5/24/2020,32,0,4,Manipur,3091545
4,0,0,5/25/2020,36,0,4,Manipur,3091545
3,0,0,5/26/2020,39,0,4,Manipur,3091545
5,0,0,5/27/2020,44,0,4,Manipur,3091545
11,0,0,5/28/2020,55,0,4,Manipur,3091545
4,0,2,5/29/2020,59,0,6,Manipur,3091545
1,0,0,5/30/2020,60,0,6,Manipur,3091545
11,0,5,5/31/2020,71,0,11,Manipur,3091545
12,0,0,6/1/2020,83,0,11,Manipur,3091545
6,0,3,6/2/2020,89,0,14,Manipur,3091545
19,0,24,6/3/2020,108,0,38,Manipur,3091545
16,0,0,6/4/2020,124,0,38,Manipur,3091545
8,0,0,6/5/2020,132,0,38,Manipur,3091545
25,0,14,6/6/2020,157,0,52,Manipur,3091545
15,0,0,6/7/2020,172,0,52,Manipur,3091545
100,0,6,6/8/2020,272,0,58,Manipur,3091545
32,0,6,6/9/2020,304,0,64,Manipur,3091545
7,0,0,6/10/2020,311,0,64,Manipur,3091545
55,0,9,6/11/2020,366,0,73,Manipur,3091545
19,0,0,6/12/2020,385,0,73,Manipur,3091545
64,0,0,6/13/2020,449,0,73,Manipur,3091545
9,0,18,6/14/2020,458,0,91,Manipur,3091545
32,0,60,6/15/2020,490,0,151,Manipur,3091545
10,0,8,6/16/2020,500,0,159,Manipur,3091545
52,0,33,6/17/2020,552,0,192,Manipur,3091545
54,0,7,6/18/2020,606,0,199,Manipur,3091545
75,0,19,6/19/2020,681,0,218,Manipur,3091545
96,0,14,6/20/2020,777,0,232,Manipur,3091545
64,0,18,6/21/2020,841,0,250,Manipur,3091545
57,0,0,6/22/2020,898,0,250,Manipur,3091545
23,0,8,6/23/2020,921,0,258,Manipur,3091545
49,0,70,6/24/2020,970,0,328,Manipur,3091545
86,0,26,6/25/2020,1056,0,354,Manipur,3091545
19,0,39,6/26/2020,1075,0,393,Manipur,3091545
17,0,39,6/27/2020,1092,0,432,Manipur,3091545
93,0,23,6/28/2020,1185,0,455,Manipur,3091545
42,0,39,6/29/2020,1227,0,494,Manipur,3091545
7,0,59,6/30/2020,1234,0,553,Manipur,3091545
26,0,26,7/1/2020,1260,0,579,Manipur,3091545
19,0,37,7/2/2020,1279,0,616,Manipur,3091545
37,0,23,7/3/2020,1316,0,639,Manipur,3091545
9,0,28,7/4/2020,1325,0,667,Manipur,3091545
41,0,22,7/5/2020,1366,0,689,Manipur,3091545
24,0,45,7/6/2020,1390,0,734,Manipur,3091545
40,0,37,7/7/2020,1430,0,771,Manipur,3091545
5,0,22,7/8/2020,1435,0,793,Manipur,3091545
15,0,6,7/9/2020,1450,0,799,Manipur,3091545
132,0,33,7/10/2020,1582,0,832,Manipur,3091545
11,0,11,7/11/2020,1593,0,843,Manipur,3091545
16,0,53,7/12/2020,1609,0,896,Manipur,3091545
17,0,74,7/13/2020,1626,0,970,Manipur,3091545
46,0,50,7/14/2020,1672,0,1020,Manipur,3091545
28,0,60,7/15/2020,1700,0,1080,Manipur,3091545
64,0,49,7/16/2020,1764,0,1129,Manipur,3091545
36,0,34,7/17/2020,1800,0,1163,Manipur,3091545
91,0,19,7/18/2020,1891,0,1182,Manipur,3091545
20,0,53,7/19/2020,1911,0,1235,Manipur,3091545
14,0,85,7/20/2020,1925,0,1320,Manipur,3091545
90,0,64,7/21/2020,2015,0,1384,Manipur,3091545
45,0,34,7/22/2020,2060,0,1418,Manipur,3091545
55,0,42,7/23/2020,2115,0,1460,Manipur,3091545
31,0,31,7/24/2020,2146,0,1491,Manipur,3091545
30,0,29,7/25/2020,2176,0,1520,Manipur,3091545
59,0,1,7/26/2020,2235,0,1521,Manipur,3091545
51,0,38,7/27/2020,2286,0,1559,Manipur,3091545
31,0,56,7/28/2020,2317,0,1615,Manipur,3091545
141,1,38,7/29/2020,2458,1,1653,Manipur,3091545
47,3,19,7/30/2020,2505,4,1672,Manipur,3091545
116,1,17,7/31/2020,2621,5,1689,Manipur,3091545
135,1,10,8/1/2020,2756,6,1699,Manipur,3091545
75,1,38,8/2/2020,2831,7,1737,Manipur,3091545
89,0,29,8/3/2020,2920,7,1766,Manipur,3091545
98,0,48,8/4/2020,3018,7,1814,Manipur,3091545
75,0,48,8/5/2020,3093,7,1862,Manipur,3091545
124,1,43,8/6/2020,3217,8,1905,Manipur,3091545
249,2,21,8/7/2020,3466,10,1926,Manipur,3091545
169,1,1,8/8/2020,3635,11,1927,Manipur,3091545
118,0,117,8/9/2020,3753,11,2044,Manipur,3091545
100,0,78,8/10/2020,3853,11,2122,Manipur,3091545
88,1,33,8/11/2020,3941,12,2155,Manipur,3091545
41,0,76,8/12/2020,3982,12,2231,Manipur,3091545
130,1,64,8/13/2020,4112,13,2295,Manipur,3091545
86,0,65,8/14/2020,4198,13,2360,Manipur,3091545
192,0,78,8/15/2020,4390,13,2438,Manipur,3091545
179,3,194,8/16/2020,4569,16,2632,Manipur,3091545
118,1,102,8/17/2020,4687,17,2734,Manipur,3091545
78,1,55,8/18/2020,4765,18,2789,Manipur,3091545
111,0,96,8/19/2020,4876,18,2885,Manipur,3091545
49,0,117,8/20/2020,4925,18,3002,Manipur,3091545
124,2,259,8/21/2020,5049,20,3261,Manipur,3091545
83,2,194,8/22/2020,5132,22,3455,Manipur,3091545
114,0,161,8/23/2020,5246,22,3616,Manipur,3091545
116,0,97,8/24/2020,5362,22,3713,Manipur,3091545
82,2,99,8/25/2020,5444,24,3812,Manipur,3091545
141,1,17,8/26/2020,5585,25,3829,Manipur,3091545
140,0,128,8/27/2020,5725,25,3957,Manipur,3091545
118,2,100,8/28/2020,5843,27,4057,Manipur,3091545
117,1,129,8/29/2020,5960,28,4186,Manipur,3091545
152,0,53,8/30/2020,6112,28,4239,Manipur,3091545
140,0,91,8/31/2020,6252,28,4330,Manipur,3091545
130,1,120,9/1/2020,6382,29,4450,Manipur,3091545
125,0,157,9/2/2020,6507,29,4607,Manipur,3091545
102,3,167,9/3/2020,6609,32,4774,Manipur,3091545
90,3,125,9/4/2020,6699,35,4899,Manipur,3091545
184,1,76,9/5/2020,6883,36,4975,Manipur,3091545
139,2,189,9/6/2020,7022,38,5164,Manipur,3091545
84,0,194,9/7/2020,7106,38,5358,Manipur,3091545
96,1,126,9/8/2020,7202,39,5484,Manipur,3091545
160,1,64,9/9/2020,7362,40,5548,Manipur,3091545
108,4,245,9/10/2020,7470,44,5793,Manipur,3091545
109,0,209,9/11/2020,7579,44,6002,Manipur,3091545
152,1,100,9/12/2020,7731,45,6102,Manipur,3091545
144,1,89,9/13/2020,7875,46,6191,Manipur,3091545
96,0,149,9/14/2020,7971,46,6340,Manipur,3091545
239,1,78,9/15/2020,8210,47,6418,Manipur,3091545
110,1,103,9/16/2020,8320,48,6521,Manipur,3091545
110,3,18,9/17/2020,8430,51,6539,Manipur,3091545
177,1,90,9/18/2020,8607,52,6629,Manipur,3091545
117,3,94,9/19/2020,8724,55,6723,Manipur,3091545
170,2,44,9/20/2020,8894,57,6767,Manipur,3091545
116,2,71,9/21/2020,9010,59,6838,Manipur,3091545
270,1,49,9/22/2020,9280,60,6887,Manipur,3091545
96,2,221,9/23/2020,9376,62,7108,Manipur,3091545
161,0,261,9/24/2020,9537,62,7369,Manipur,3091545
254,1,233,9/25/2020,9791,63,7602,Manipur,3091545
260,1,79,9/26/2020,10051,64,7681,Manipur,3091545
248,0,195,9/27/2020,10299,64,7876,Manipur,3091545
178,0,106,9/28/2020,10477,64,7982,Manipur,3091545
269,1,57,9/29/2020,10746,65,8039,Manipur,3091545
237,2,421,9/30/2020,10983,67,8460,Manipur,3091545
128,1,181,10/1/2020,11111,68,8641,Manipur,3091545
286,1,351,10/2/2020,11397,69,8992,Manipur,3091545
252,2,89,10/3/2020,11649,71,9081,Manipur,3091545
206,3,124,10/4/2020,11855,74,9205,Manipur,3091545
250,1,129,10/5/2020,12105,75,9334,Manipur,3091545
135,3,148,10/6/2020,12240,78,9482,Manipur,3091545
249,2,122,10/7/2020,12489,80,9604,Manipur,3091545
190,3,115,10/8/2020,12679,83,9719,Manipur,3091545
131,3,147,10/9/2020,12810,86,9866,Manipur,3091545
282,2,440,10/10/2020,13092,88,10306,Manipur,3091545
234,3,198,10/11/2020,13326,91,10504,Manipur,3091545
230,2,203,10/12/2020,13556,93,10707,Manipur,3091545
237,4,122,10/13/2020,13793,97,10829,Manipur,3091545
301,6,86,10/14/2020,14094,103,10915,Manipur,3091545
284,1,166,10/15/2020,14378,104,11081,Manipur,3091545
337,5,164,10/16/2020,14715,109,11245,Manipur,3091545
426,2,198,10/17/2020,15141,111,11443,Manipur,3091545
322,5,298,10/18/2020,15463,116,11741,Manipur,3091545
315,1,172,10/19/2020,15778,117,11913,Manipur,3091545
284,4,146,10/20/2020,16062,121,12059,Manipur,3091545
214,3,138,10/21/2020,16276,124,12197,Manipur,3091545
345,3,196,10/22/2020,16621,127,12393,Manipur,3091545
0,0,0,3/14/2020,0,0,0,Meghalaya,3366710
0,0,0,3/15/2020,0,0,0,Meghalaya,3366710
0,0,0,3/16/2020,0,0,0,Meghalaya,3366710
0,0,0,3/17/2020,0,0,0,Meghalaya,3366710
0,0,0,3/18/2020,0,0,0,Meghalaya,3366710
0,0,0,3/19/2020,0,0,0,Meghalaya,3366710
0,0,0,3/20/2020,0,0,0,Meghalaya,3366710
0,0,0,3/21/2020,0,0,0,Meghalaya,3366710
0,0,0,3/22/2020,0,0,0,Meghalaya,3366710
0,0,0,3/23/2020,0,0,0,Meghalaya,3366710
0,0,0,3/24/2020,0,0,0,Meghalaya,3366710
0,0,0,3/25/2020,0,0,0,Meghalaya,3366710
0,0,0,3/26/2020,0,0,0,Meghalaya,3366710
0,0,0,3/27/2020,0,0,0,Meghalaya,3366710
0,0,0,3/28/2020,0,0,0,Meghalaya,3366710
0,0,0,3/29/2020,0,0,0,Meghalaya,3366710
0,0,0,3/30/2020,0,0,0,Meghalaya,3366710
0,0,0,3/31/2020,0,0,0,Meghalaya,3366710
0,0,0,4/1/2020,0,0,0,Meghalaya,3366710
0,0,0,4/2/2020,0,0,0,Meghalaya,3366710
0,0,0,4/3/2020,0,0,0,Meghalaya,3366710
0,0,0,4/4/2020,0,0,0,Meghalaya,3366710
0,0,0,4/5/2020,0,0,0,Meghalaya,3366710
0,0,0,4/6/2020,0,0,0,Meghalaya,3366710
0,0,0,4/7/2020,0,0,0,Meghalaya,3366710
0,0,0,4/8/2020,0,0,0,Meghalaya,3366710
0,0,0,4/9/2020,0,0,0,Meghalaya,3366710
0,0,0,4/10/2020,0,0,0,Meghalaya,3366710
0,0,0,4/11/2020,0,0,0,Meghalaya,3366710
0,0,0,4/12/2020,0,0,0,Meghalaya,3366710
1,0,0,4/13/2020,1,0,0,Meghalaya,3366710
0,0,0,4/14/2020,1,0,0,Meghalaya,3366710
6,1,0,4/15/2020,7,1,0,Meghalaya,3366710
2,0,0,4/16/2020,9,1,0,Meghalaya,3366710
0,0,0,4/17/2020,9,1,0,Meghalaya,3366710
2,0,0,4/18/2020,11,1,0,Meghalaya,3366710
0,0,0,4/19/2020,11,1,0,Meghalaya,3366710
0,0,0,4/20/2020,11,1,0,Meghalaya,3366710
1,0,0,4/21/2020,12,1,0,Meghalaya,3366710
0,0,0,4/22/2020,12,1,0,Meghalaya,3366710
0,0,0,4/23/2020,12,1,0,Meghalaya,3366710
0,0,0,4/24/2020,12,1,0,Meghalaya,3366710
0,0,0,4/25/2020,12,1,0,Meghalaya,3366710
0,0,0,4/26/2020,12,1,0,Meghalaya,3366710
0,0,0,4/27/2020,12,1,0,Meghalaya,3366710
0,0,0,4/28/2020,12,1,0,Meghalaya,3366710
0,0,0,4/29/2020,12,1,0,Meghalaya,3366710
0,0,0,4/30/2020,12,1,0,Meghalaya,3366710
0,0,10,5/1/2020,12,1,10,Meghalaya,3366710
0,0,0,5/2/2020,12,1,10,Meghalaya,3366710
0,0,0,5/3/2020,12,1,10,Meghalaya,3366710
0,0,0,5/4/2020,12,1,10,Meghalaya,3366710
0,0,0,5/5/2020,12,1,10,Meghalaya,3366710
0,0,0,5/6/2020,12,1,10,Meghalaya,3366710
0,0,0,5/7/2020,12,1,10,Meghalaya,3366710
0,0,0,5/8/2020,12,1,10,Meghalaya,3366710
1,0,0,5/9/2020,13,1,10,Meghalaya,3366710
0,0,0,5/10/2020,13,1,10,Meghalaya,3366710
0,0,0,5/11/2020,13,1,10,Meghalaya,3366710
0,0,0,5/12/2020,13,1,10,Meghalaya,3366710
0,0,1,5/13/2020,13,1,11,Meghalaya,3366710
0,0,0,5/14/2020,13,1,11,Meghalaya,3366710
0,0,0,5/15/2020,13,1,11,Meghalaya,3366710
0,0,0,5/16/2020,13,1,11,Meghalaya,3366710
0,0,0,5/17/2020,13,1,11,Meghalaya,3366710
0,0,1,5/18/2020,13,1,12,Meghalaya,3366710
0,0,0,5/19/2020,13,1,12,Meghalaya,3366710
1,0,0,5/20/2020,14,1,12,Meghalaya,3366710
0,0,0,5/21/2020,14,1,12,Meghalaya,3366710
0,0,0,5/22/2020,14,1,12,Meghalaya,3366710
0,0,0,5/23/2020,14,1,12,Meghalaya,3366710
0,0,0,5/24/2020,14,1,12,Meghalaya,3366710
1,0,0,5/25/2020,15,1,12,Meghalaya,3366710
5,0,0,5/26/2020,20,1,12,Meghalaya,3366710
0,0,0,5/27/2020,20,1,12,Meghalaya,3366710
1,0,0,5/28/2020,21,1,12,Meghalaya,3366710
6,0,0,5/29/2020,27,1,12,Meghalaya,3366710
0,0,0,5/30/2020,27,1,12,Meghalaya,3366710
0,0,0,5/31/2020,27,1,12,Meghalaya,3366710
1,0,0,6/1/2020,28,1,12,Meghalaya,3366710
2,0,0,6/2/2020,30,1,12,Meghalaya,3366710
3,0,1,6/3/2020,33,1,13,Meghalaya,3366710
0,0,0,6/4/2020,33,1,13,Meghalaya,3366710
0,0,0,6/5/2020,33,1,13,Meghalaya,3366710
0,0,0,6/6/2020,33,1,13,Meghalaya,3366710
3,0,0,6/7/2020,36,1,13,Meghalaya,3366710
3,0,0,6/8/2020,39,1,13,Meghalaya,3366710
4,0,0,6/9/2020,43,1,13,Meghalaya,3366710
1,0,0,6/10/2020,44,1,13,Meghalaya,3366710
0,0,5,6/11/2020,44,1,18,Meghalaya,3366710
0,0,4,6/12/2020,44,1,22,Meghalaya,3366710
0,0,1,6/13/2020,44,1,23,Meghalaya,3366710
0,0,3,6/14/2020,44,1,26,Meghalaya,3366710
0,0,0,6/15/2020,44,1,26,Meghalaya,3366710
0,0,2,6/16/2020,44,1,28,Meghalaya,3366710
-1,0,3,6/17/2020,43,1,31,Meghalaya,3366710
0,0,1,6/18/2020,43,1,32,Meghalaya,3366710
0,0,0,6/19/2020,43,1,32,Meghalaya,3366710
0,0,0,6/20/2020,43,1,32,Meghalaya,3366710
0,0,5,6/21/2020,43,1,37,Meghalaya,3366710
2,0,0,6/22/2020,45,1,37,Meghalaya,3366710
1,0,4,6/23/2020,46,1,41,Meghalaya,3366710
0,0,0,6/24/2020,46,1,41,Meghalaya,3366710
0,0,1,6/25/2020,46,1,42,Meghalaya,3366710
2,0,0,6/26/2020,48,1,42,Meghalaya,3366710
0,0,0,6/27/2020,48,1,42,Meghalaya,3366710
2,0,0,6/28/2020,50,1,42,Meghalaya,3366710
1,0,0,6/29/2020,51,1,42,Meghalaya,3366710
2,0,0,6/30/2020,53,1,42,Meghalaya,3366710
2,0,0,7/1/2020,55,1,42,Meghalaya,3366710
3,0,1,7/2/2020,58,1,43,Meghalaya,3366710
4,0,0,7/3/2020,62,1,43,Meghalaya,3366710
8,0,0,7/4/2020,70,1,43,Meghalaya,3366710
2,0,0,7/5/2020,72,1,43,Meghalaya,3366710
16,0,0,7/6/2020,88,1,43,Meghalaya,3366710
6,0,0,7/7/2020,94,1,43,Meghalaya,3366710
6,1,2,7/8/2020,100,2,45,Meghalaya,3366710
13,0,0,7/9/2020,113,2,45,Meghalaya,3366710
73,0,0,7/10/2020,186,2,45,Meghalaya,3366710
76,0,0,7/11/2020,262,2,45,Meghalaya,3366710
33,0,0,7/12/2020,295,2,45,Meghalaya,3366710
21,0,1,7/13/2020,316,2,46,Meghalaya,3366710
2,0,0,7/14/2020,318,2,46,Meghalaya,3366710
19,0,0,7/15/2020,337,2,46,Meghalaya,3366710
40,0,3,7/16/2020,377,2,49,Meghalaya,3366710
26,0,0,7/17/2020,403,2,49,Meghalaya,3366710
15,0,0,7/18/2020,418,2,49,Meghalaya,3366710
32,2,0,7/19/2020,450,4,49,Meghalaya,3366710
19,0,3,7/20/2020,469,4,52,Meghalaya,3366710
21,0,18,7/21/2020,490,4,70,Meghalaya,3366710
24,0,7,7/22/2020,514,4,77,Meghalaya,3366710
20,0,5,7/23/2020,534,4,82,Meghalaya,3366710
53,1,5,7/24/2020,587,5,87,Meghalaya,3366710
59,0,7,7/25/2020,646,5,94,Meghalaya,3366710
56,0,41,7/26/2020,702,5,135,Meghalaya,3366710
36,0,51,7/27/2020,738,5,186,Meghalaya,3366710
41,0,8,7/28/2020,779,5,194,Meghalaya,3366710
5,0,13,7/29/2020,784,5,207,Meghalaya,3366710
19,0,3,7/30/2020,803,5,210,Meghalaya,3366710
20,0,5,7/31/2020,823,5,215,Meghalaya,3366710
33,0,37,8/1/2020,856,5,252,Meghalaya,3366710
18,0,12,8/2/2020,874,5,264,Meghalaya,3366710
28,0,0,8/3/2020,902,5,264,Meghalaya,3366710
15,0,66,8/4/2020,917,5,330,Meghalaya,3366710
22,0,9,8/5/2020,939,5,339,Meghalaya,3366710
51,0,6,8/6/2020,990,5,345,Meghalaya,3366710
16,0,66,8/7/2020,1006,5,411,Meghalaya,3366710
17,1,12,8/8/2020,1023,6,423,Meghalaya,3366710
39,0,67,8/9/2020,1062,6,490,Meghalaya,3366710
53,0,8,8/10/2020,1115,6,498,Meghalaya,3366710
27,0,12,8/11/2020,1142,6,510,Meghalaya,3366710
37,0,7,8/12/2020,1179,6,517,Meghalaya,3366710
14,0,30,8/13/2020,1193,6,547,Meghalaya,3366710
35,0,34,8/14/2020,1228,6,581,Meghalaya,3366710
64,0,15,8/15/2020,1292,6,596,Meghalaya,3366710
82,0,79,8/16/2020,1374,6,675,Meghalaya,3366710
44,0,4,8/17/2020,1418,6,679,Meghalaya,3366710
39,0,6,8/18/2020,1457,6,685,Meghalaya,3366710
78,0,40,8/19/2020,1535,6,725,Meghalaya,3366710
126,0,5,8/20/2020,1661,6,730,Meghalaya,3366710
57,0,19,8/21/2020,1718,6,749,Meghalaya,3366710
93,1,20,8/22/2020,1811,7,769,Meghalaya,3366710
106,1,7,8/23/2020,1917,8,776,Meghalaya,3366710
59,0,13,8/24/2020,1976,8,789,Meghalaya,3366710
42,0,43,8/25/2020,2018,8,832,Meghalaya,3366710
32,0,42,8/26/2020,2050,8,874,Meghalaya,3366710
80,1,25,8/27/2020,2130,9,899,Meghalaya,3366710
110,1,59,8/28/2020,2240,10,958,Meghalaya,3366710
43,0,77,8/29/2020,2283,10,1035,Meghalaya,3366710
60,0,14,8/30/2020,2343,10,1049,Meghalaya,3366710
25,0,113,8/31/2020,2368,10,1162,Meghalaya,3366710
72,2,73,9/1/2020,2440,12,1235,Meghalaya,3366710
77,1,83,9/2/2020,2517,13,1318,Meghalaya,3366710
109,0,75,9/3/2020,2626,13,1393,Meghalaya,3366710
108,1,75,9/4/2020,2734,14,1468,Meghalaya,3366710
182,1,59,9/5/2020,2916,15,1527,Meghalaya,3366710
89,1,29,9/6/2020,3005,16,1556,Meghalaya,3366710
29,1,4,9/7/2020,3034,17,1560,Meghalaya,3366710
42,0,156,9/8/2020,3076,17,1716,Meghalaya,3366710
121,2,107,9/9/2020,3197,19,1823,Meghalaya,3366710
99,1,19,9/10/2020,3296,20,1842,Meghalaya,3366710
151,4,47,9/11/2020,3447,24,1889,Meghalaya,3366710
168,1,131,9/12/2020,3615,25,2020,Meghalaya,3366710
109,1,55,9/13/2020,3724,26,2075,Meghalaya,3366710
139,2,76,9/14/2020,3863,28,2151,Meghalaya,3366710
174,1,39,9/15/2020,4037,29,2190,Meghalaya,3366710
158,0,74,9/16/2020,4195,29,2264,Meghalaya,3366710
162,3,78,9/17/2020,4357,32,2342,Meghalaya,3366710
90,2,95,9/18/2020,4447,34,2437,Meghalaya,3366710
112,2,46,9/19/2020,4559,36,2483,Meghalaya,3366710
101,0,30,9/20/2020,4660,36,2513,Meghalaya,3366710
73,2,15,9/21/2020,4733,38,2528,Meghalaya,3366710
58,2,179,9/22/2020,4791,40,2707,Meghalaya,3366710
170,2,152,9/23/2020,4961,42,2859,Meghalaya,3366710
122,1,199,9/24/2020,5083,43,3058,Meghalaya,3366710
75,0,285,9/25/2020,5158,43,3343,Meghalaya,3366710
54,0,311,9/26/2020,5212,43,3654,Meghalaya,3366710
90,0,125,9/27/2020,5302,43,3779,Meghalaya,3366710
60,3,89,9/28/2020,5362,46,3868,Meghalaya,3366710
101,1,72,9/29/2020,5463,47,3940,Meghalaya,3366710
176,2,35,9/30/2020,5639,49,3975,Meghalaya,3366710
163,2,26,10/1/2020,5802,51,4001,Meghalaya,3366710
231,1,225,10/2/2020,6033,52,4226,Meghalaya,3366710
423,2,93,10/3/2020,6456,54,4319,Meghalaya,3366710
200,0,74,10/4/2020,6656,54,4393,Meghalaya,3366710
111,5,98,10/5/2020,6767,59,4491,Meghalaya,3366710
270,1,115,10/6/2020,7037,60,4606,Meghalaya,3366710
128,0,88,10/7/2020,7165,60,4694,Meghalaya,3366710
96,0,138,10/8/2020,7261,60,4832,Meghalaya,3366710
127,1,71,10/9/2020,7388,61,4903,Meghalaya,3366710
156,1,142,10/10/2020,7544,62,5045,Meghalaya,3366710
139,1,97,10/11/2020,7683,63,5142,Meghalaya,3366710
88,1,131,10/12/2020,7771,64,5273,Meghalaya,3366710
67,1,133,10/13/2020,7838,65,5406,Meghalaya,3366710
153,5,176,10/14/2020,7991,70,5582,Meghalaya,3366710
173,3,64,10/15/2020,8164,73,5646,Meghalaya,3366710
139,2,90,10/16/2020,8303,75,5736,Meghalaya,3366710
101,0,298,10/17/2020,8404,75,6034,Meghalaya,3366710
104,0,248,10/18/2020,8508,75,6282,Meghalaya,3366710
28,0,110,10/19/2020,8536,75,6392,Meghalaya,3366710
113,1,210,10/20/2020,8649,76,6602,Meghalaya,3366710
28,1,177,10/21/2020,8677,77,6779,Meghalaya,3366710
0,0,0,10/22/2020,8677,77,6779,Meghalaya,3366710
0,0,0,3/14/2020,0,0,0,Mizoram,1239244
0,0,0,3/15/2020,0,0,0,Mizoram,1239244
0,0,0,3/16/2020,0,0,0,Mizoram,1239244
0,0,0,3/17/2020,0,0,0,Mizoram,1239244
0,0,0,3/18/2020,0,0,0,Mizoram,1239244
0,0,0,3/19/2020,0,0,0,Mizoram,1239244
0,0,0,3/20/2020,0,0,0,Mizoram,1239244
0,0,0,3/21/2020,0,0,0,Mizoram,1239244
0,0,0,3/22/2020,0,0,0,Mizoram,1239244
0,0,0,3/23/2020,0,0,0,Mizoram,1239244
0,0,0,3/24/2020,0,0,0,Mizoram,1239244
1,0,0,3/25/2020,1,0,0,Mizoram,1239244
0,0,0,3/26/2020,1,0,0,Mizoram,1239244
0,0,0,3/27/2020,1,0,0,Mizoram,1239244
0,0,0,3/28/2020,1,0,0,Mizoram,1239244
0,0,0,3/29/2020,1,0,0,Mizoram,1239244
0,0,0,3/30/2020,1,0,0,Mizoram,1239244
0,0,0,3/31/2020,1,0,0,Mizoram,1239244
0,0,0,4/1/2020,1,0,0,Mizoram,1239244
0,0,0,4/2/2020,1,0,0,Mizoram,1239244
0,0,0,4/3/2020,1,0,0,Mizoram,1239244
0,0,0,4/4/2020,1,0,0,Mizoram,1239244
0,0,0,4/5/2020,1,0,0,Mizoram,1239244
0,0,0,4/6/2020,1,0,0,Mizoram,1239244
0,0,0,4/7/2020,1,0,0,Mizoram,1239244
0,0,0,4/8/2020,1,0,0,Mizoram,1239244
0,0,0,4/9/2020,1,0,0,Mizoram,1239244
0,0,0,4/10/2020,1,0,0,Mizoram,1239244
0,0,0,4/11/2020,1,0,0,Mizoram,1239244
0,0,0,4/12/2020,1,0,0,Mizoram,1239244
0,0,0,4/13/2020,1,0,0,Mizoram,1239244
0,0,0,4/14/2020,1,0,0,Mizoram,1239244
0,0,0,4/15/2020,1,0,0,Mizoram,1239244
0,0,0,4/16/2020,1,0,0,Mizoram,1239244
0,0,0,4/17/2020,1,0,0,Mizoram,1239244
0,0,0,4/18/2020,1,0,0,Mizoram,1239244
0,0,0,4/19/2020,1,0,0,Mizoram,1239244
0,0,0,4/20/2020,1,0,0,Mizoram,1239244
0,0,0,4/21/2020,1,0,0,Mizoram,1239244
0,0,0,4/22/2020,1,0,0,Mizoram,1239244
0,0,0,4/23/2020,1,0,0,Mizoram,1239244
0,0,0,4/24/2020,1,0,0,Mizoram,1239244
0,0,0,4/25/2020,1,0,0,Mizoram,1239244
0,0,0,4/26/2020,1,0,0,Mizoram,1239244
0,0,0,4/27/2020,1,0,0,Mizoram,1239244
0,0,0,4/28/2020,1,0,0,Mizoram,1239244
0,0,0,4/29/2020,1,0,0,Mizoram,1239244
0,0,0,4/30/2020,1,0,0,Mizoram,1239244
0,0,0,5/1/2020,1,0,0,Mizoram,1239244
0,0,0,5/2/2020,1,0,0,Mizoram,1239244
0,0,0,5/3/2020,1,0,0,Mizoram,1239244
